209
         1795833 function calls (1789738 primitive calls) in 5.394 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 <attrs generated init e2c63215a7c5ee14c6a3f693fee8008367d41ac2>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init 59dd984c4a997fb7e7a0dcfdf0d64070b8e31f8a>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq 59dd984c4a997fb7e7a0dcfdf0d64070b8e31f8a>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq 8c2abca92b7c032e89d591a1648e2ca708dc3bb8>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init 8c2abca92b7c032e89d591a1648e2ca708dc3bb8>:1(<module>)
        1    0.000    0.000    0.000    0.000 env.py:320(NullContextManager)
        1    0.000    0.000    0.000    0.000 session.py:103(get_credential_options)
        1    0.000    0.000    0.000    0.000 session.py:89(DummySession)
        1    0.000    0.000    0.000    0.000 __init__.py:40(YAMLLoadWarning)
        1    0.000    0.000    0.000    0.000 tokens.py:17(DirectiveToken)
        1    0.000    0.000    0.000    0.000 tokens.py:28(DocumentEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:31(StreamStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:45(BlockMappingStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:48(BlockEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:51(FlowSequenceStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:57(FlowSequenceEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:63(KeyToken)
        1    0.000    0.000    0.000    0.000 tokens.py:66(ValueToken)
        1    0.000    0.000    0.000    0.000 tokens.py:69(BlockEntryToken)
        1    0.000    0.000    0.000    0.000 tokens.py:72(FlowEntryToken)
        1    0.000    0.000    0.000    0.000 tokens.py:82(AnchorToken)
        1    0.000    0.000    0.000    0.000 tokens.py:96(ScalarToken)
        1    0.000    0.000    0.000    0.000 events.py:31(CollectionEndEvent)
        1    0.000    0.000    0.000    0.000 events.py:45(DocumentStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:54(DocumentEndEvent)
        1    0.000    0.000    0.000    0.000 events.py:61(AliasEvent)
        1    0.000    0.000    0.000    0.000 events.py:64(ScalarEvent)
        1    0.000    0.000    0.000    0.000 events.py:75(SequenceStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:78(SequenceEndEvent)
        1    0.000    0.000    0.000    0.000 events.py:81(MappingStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:84(MappingEndEvent)
        1    0.000    0.000    0.000    0.000 nodes.py:25(ScalarNode)
        1    0.000    0.000    0.000    0.000 nodes.py:35(CollectionNode)
        1    0.000    0.000    0.000    0.000 reader.py:24(ReaderError)
        1    0.000    0.000    0.000    0.000 parser.py:69(ParserError)
        1    0.000    0.000    0.000    0.000 constructor.py:16(ConstructorError)
        1    0.000    0.000    0.000    0.000 constructor.py:719(Constructor)
        1    0.000    0.000    0.000    0.000 resolver.py:9(ResolverError)
        1    0.000    0.000    0.000    0.000 resolver.py:167(Resolver)
        1    0.000    0.000    0.000    0.000 emitter.py:17(ScalarAnalysis)
        1    0.000    0.000    0.000    0.000 serializer.py:8(SerializerError)
        1    0.000    0.000    0.000    0.000 representer.py:10(RepresenterError)
        1    0.000    0.000    0.000    0.000 datadir.py:71(valid_data_dirs)
        1    0.000    0.000    0.000    0.000 errors.py:15(DistutilsModuleError)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 errors.py:31(DistutilsArgError)
        1    0.000    0.000    0.000    0.000 errors.py:42(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 errors.py:51(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 errors.py:56(DistutilsPlatformError)
        1    0.000    0.000    0.000    0.000 errors.py:62(DistutilsExecError)
        1    0.000    0.000    0.000    0.000 errors.py:67(DistutilsInternalError)
        1    0.000    0.000    0.000    0.000 errors.py:82(PreprocessError)
        1    0.000    0.000    0.000    0.000 errors.py:85(CompileError)
        1    0.000    0.000    0.000    0.000 errors.py:88(LibError)
        1    0.000    0.000    0.000    0.000 errors.py:92(LinkError)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(CRSError)
        1    0.000    0.000    0.000    0.000 exceptions.py:35(GeodError)
        1    0.000    0.000    0.000    0.000 configparser.py:189(DuplicateSectionError)
        1    0.000    0.000    0.000    0.000 configparser.py:242(NoOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:263(InterpolationMissingOptionError)
        1    0.000    0.000    0.000    0.000 configparser.py:275(InterpolationSyntaxError)
        1    0.000    0.000    0.000    0.000 configparser.py:283(InterpolationDepthError)
        1    0.000    0.000    0.000    0.000 errors.py:10(WindowError)
        1    0.000    0.000    0.000    0.000 errors.py:14(CRSError)
        1    0.000    0.000    0.000    0.000 errors.py:19(EnvError)
        1    0.000    0.000    0.000    0.000 errors.py:24(DriverRegistrationError)
        1    0.000    0.000    0.000    0.000 errors.py:83(RasterioDeprecationWarning)
        1    0.000    0.000    0.000    0.000 types.py:107(StringParamType)
        1    0.000    0.000    0.000    0.000 types.py:344(BoolParamType)
        1    0.000    0.000    0.000    0.000 exceptions.py:109(MissingParameter)
        1    0.000    0.000    0.000    0.000 exceptions.py:156(NoSuchOption)
        1    0.000    0.000    0.000    0.000 exceptions.py:197(BadArgumentUsage)
        1    0.000    0.000    0.000    0.000 exceptions.py:224(Abort)
        1    0.000    0.000    0.000    0.000 parser.py:183(ParsingState)
        1    0.000    0.000    0.000    0.000 env.py:20(ThreadEnv)
        1    0.000    0.000    0.000    0.000 env.py:362(NullContextManager)
        1    0.000    0.000    0.000    0.000 path.py:31(Path)
        1    0.000    0.000    0.000    0.000 __init__.py:53(TransformNotInvertibleError)
        1    0.000    0.000    0.000    0.000 __init__.py:57(UndefinedRotationError)
        1    0.000    0.000    0.000    0.000 windows.py:38(WindowMethodsMixin)
        1    0.000    0.000    0.000    0.000 <attrs generated init 7a2df6589314f7bd715e0d732c53b4687cc260cd>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq 7a2df6589314f7bd715e0d732c53b4687cc260cd>:1(<module>)
        1    0.000    0.000    0.000    0.000 io.py:31(DatasetWriter)
        2    0.000    0.000    0.000    0.000 imp.py:109(<listcomp>)
        1    0.000    0.000    0.000    0.000 imp.py:179(_LoadCompiledCompatibility)
        1    0.000    0.000    0.000    0.000 csv.py:55(excel)
        1    0.000    0.000    0.000    0.000 csv.py:65(excel_tab)


